BSC1st Year 2021-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student Detail,,,,,Physics,,,,Mathematics,,,Chemistry,,,,Computer Science,,,,Psychology,,,Defence Studies,,,Statistics,,,Anthropology,,,Biochemistry,,,,Botany,,,,Zoology,,,,Geography,,,Geology,,,
2202684,U2112308,329,329,Passed,23,21,23,40,47,40,35,24,18,22,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202685,U2112207,239,239,Passed,22,16,27,37,03,17,31,22,10,18,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202686,U2112254,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202687,U2112414,146,146,Failed,11,2,14,30,0,2,6,--,--,--,--,13,19,14,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202688,U2112449,249,249,Passed,23,14,19,37,25,9,22,28,15,20,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202689,U2112415,145,145,Elig/SE,20,5,16,20,04,03,02,18,7,14,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202690,U2112326,232,232,Passed,16,7,16,35,18,14,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33,31,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202691,U2112366,282,282,Passed,23,11,23,38,27,23,45,22,15,20,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202692,U2112553,261,261,Passed,19,12,20,36,22,22,27,24,19,18,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202693,U2112529,249,249,Passed,21,12,22,34,22,22,31,--,--,--,--,--,--,--,--,--,--,--,27,29,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202694,U2112051,341,341,Passed,22,22,24,32,48,42,43,31,16,23,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202695,U2110202,219,219,Passed,--,--,--,--,--,--,--,24,12,11,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,12,5,28,14,19,16,22,--,--,--,--,--,--,--
2202696,U2112559,298,298,Passed,27,19,20,32,30,30,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,26,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202697,U2112152,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202698,U2112343,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA
2202699,U2112089,238,238,Elig/SE,23,12,19,38,0,22,21,28,16,21,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202700,U2112329,291,291,Passed,21,16,25,36,36,23,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33,24,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202701,U2112032,310,310,Passed,20,21,22,41,36,32,37,--,--,--,--,27,21,25,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202702,U2110039,289,289,Passed,--,--,--,--,--,--,--,32,16,24,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,15,15,29,26,22,20,29,--,--,--,--,--,--,--
2202703,U2112143,205,205,Elig/SE,15,9,18,20,02,14,21,--,--,--,--,--,--,--,--,--,--,--,35,36,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202704,U2112625,220,220,Elig/SE,--,--,--,--,06,14,21,--,--,--,--,20,14,16,32,28,30,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202705,U2112318,268,268,Passed,26,16,24,34,11,24,16,--,--,--,--,--,--,--,--,--,--,--,38,42,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202706,U2112167,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202707,U2112199,314,314,Passed,22,18,21,34,26,32,45,30,22,24,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202708,U2110099,104,104,Failed,--,--,--,--,--,--,--,AA,2,10,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,5,2,21,1,2,0,17,--,--,--,--,--,--,--
2202709,U2112679,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202710,U2112442,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202711,U2112117,304,304,Passed,22,20,22,29,36,23,41,28,18,22,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202712,U2112506,309,309,Passed,23,23,24,37,38,33,30,32,19,25,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202713,U2112126,246,246,Passed,20,15,17,39,10,22,26,--,--,--,--,25,24,18,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202714,U2112369,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA
2202715,U2112070,26,26,Failed,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202716,U2112173,318,318,Passed,19,22,25,40,35,38,29,--,--,--,--,--,--,--,--,--,--,--,32,40,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202717,U2112525,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA
2202718,U2112183,305,305,Passed,22,7,23,38,33,27,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,31,25,45
2202719,U2112013,173,173,Failed,13,3,17,AA,17,18,29,28,21,27,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202720,U2110059,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2202721,U2112466,205,205,Elig/SE,24,4,17,30,01,21,22,23,11,15,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202722,U2112031,260,260,Passed,21,17,24,38,23,25,25,--,--,--,--,23,17,16,31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202723,U2112066,289,289,Passed,22,15,24,22,34,33,35,30,12,22,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202724,U2112584,269,269,Passed,21,11,19,41,18,24,22,26,21,23,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2202725,U2110155,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203001,U2110125,286,286,Passed,--,--,--,--,--,--,--,28,9,20,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,17,23,25,24,26,18,35,--,--,--,--,--,--,--
2203002,U2110080,255,255,Passed,--,--,--,--,--,--,--,25,17,17,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,16,21,21,20,20,16,21,--,--,--,--,--,--,--
2203003,U2110014,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203004,U2110280,248,248,Passed,--,--,--,--,--,--,--,29,16,19,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,16,12,28,19,15,13,29,--,--,--,--,--,--,--
2203005,U2112697,152,152,Failed,11,3,15,27,0,9,12,20,8,9,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203006,U2110249,280,280,Passed,--,--,--,--,--,--,--,27,15,21,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,20,11,36,24,24,18,30,--,--,--,--,--,--,--
2203007,U2110134,244,244,Passed,--,--,--,--,--,--,--,23,7,14,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,16,16,27,21,21,18,30,--,--,--,--,--,--,--
2203008,U2110011,240,240,Passed,--,--,--,--,--,--,--,25,19,17,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,17,15,22,25,23,16,24,--,--,--,--,--,--,--
2203009,U2110245,312,312,Passed,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,34,38,--,--,--,--,--,--,--,--,--,--,22,18,21,37,24,23,20,39,--,--,--,--,--,--,--
2203010,U2110310,236,236,Passed,--,--,--,--,--,--,--,16,9,14,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,20,11,23,25,20,16,28,--,--,--,--,--,--,--
2203011,U2110269,242,242,Passed,--,--,--,--,--,--,--,16,9,10,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,14,17,28,27,22,19,21,--,--,--,--,--,--,--
2203012,U2110338,164,164,Failed,--,--,--,--,--,--,--,15,5,13,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,12,7,18,22,12,6,15,--,--,--,--,--,--,--
2203013,U2110195,283,283,Passed,--,--,--,--,--,--,--,21,8,8,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,20,21,35,27,24,18,34,--,--,--,--,--,--,--
2203014,U2110319,312,312,Passed,--,--,--,--,--,--,--,27,15,15,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,27,22,35,28,23,17,42,--,--,--,--,--,--,--
2203015,U2112271,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203016,U2112055,UF,UF,UFM,UFM,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,UFM,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203017,U2110178,AA,AA,Absent,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203018,U2110035,347,347,Passed,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43,34,43,--,--,--,--,26,26,25,36,29,25,21,39,--,--,--,--,--,--,--
2203019,U2110105,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203020,U2110255,270,270,Passed,--,--,--,--,--,--,--,26,18,18,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,18,16,22,25,22,17,29,--,--,--,--,--,--,--
2203021,U2110144,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203022,U2112437,266,266,Passed,17,7,23,31,17,29,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,30,43,--,--,--,--
2203023,U2112256,232,232,Passed,19,12,20,31,07,25,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203024,U2110095,154,154,Failed,--,--,--,--,--,--,--,5,5,7,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,7,9,19,12,13,7,21,--,--,--,--,--,--,--
2203025,U2110015,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203026,U2112267,176,176,Failed,12,4,15,25,12,07,12,23,10,17,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203027,U2110087,293,293,Passed,--,--,--,--,--,--,--,23,14,21,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,27,14,27,29,23,21,35,--,--,--,--,--,--,--
2203028,U2110165,AA,AA,Absent,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203029,U2110260,308,308,Passed,--,--,--,--,--,--,--,29,8,20,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,20,23,25,36,26,24,23,33,--,--,--,--,--,--,--
2203030,U2110320,238,238,Elig/SE,--,--,--,--,--,--,--,10,4,12,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,17,26,36,19,11,13,30,--,--,--,--,--,--,--
2203031,U2110230,222,222,Elig/SE,--,--,--,--,--,--,--,23,3,11,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,20,18,40,15,23,11,AA,--,--,--,--,--,--,--,--,--,--,--
2203032,U2110137,269,269,Passed,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,35,34,--,--,--,--,--,--,--,--,--,--,20,21,11,40,25,11,16,31,--,--,--,--,--,--,--
2203033,U2110120,332,332,Passed,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,37,38,--,--,--,--,--,--,--,--,--,--,26,23,22,45,24,23,23,39,--,--,--,--,--,--,--
2203034,U2110296,33,33,Failed,--,--,--,--,--,--,--,AA,AA,AA,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--
2203035,U2110314,229,229,Passed,--,--,--,--,--,--,--,17,10,15,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,10,13,31,25,16,17,25,--,--,--,--,--,--,--
2203036,U2112202,288,288,Passed,20,22,23,44,17,21,38,26,18,20,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203037,U2110149,280,280,Passed,--,--,--,--,--,--,--,25,15,22,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,17,19,40,15,14,20,33,--,--,--,--,--,--,--,--,--,--,--
2203038,U2110177,291,291,Passed,--,--,--,--,--,--,--,20,14,18,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,24,27,34,24,20,19,31,--,--,--,--,--,--,--
2203039,U2112262,297,297,Passed,26,16,27,31,37,30,30,28,13,16,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203040,U2110164,311,311,Passed,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,29,43,--,--,--,--,20,27,22,41,27,26,19,28,--,--,--,--,--,--,--
2203041,U2110083,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--
2203042,U2112371,298,298,Passed,--,--,--,--,36,23,32,--,--,--,--,22,21,19,30,38,36,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203043,U2112206,287,287,Passed,22,12,25,37,30,23,31,--,--,--,--,--,--,--,--,--,--,--,30,38,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203044,U2110311,212,212,Passed,--,--,--,--,--,--,--,14,11,13,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,17,7,28,19,13,7,24,--,--,--,--,--,--,--
2203045,U2110074,283,283,Passed,--,--,--,--,--,--,--,22,9,17,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,22,16,42,25,20,14,35,--,--,--,--,--,--,--
2203046,U2112243,295,295,Passed,21,6,24,45,35,18,43,--,--,--,--,25,18,26,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203047,U2110315,249,249,Passed,--,--,--,--,--,--,--,16,13,14,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,18,20,37,26,12,12,34,--,--,--,--,--,--,--
2203048,U2112251,284,284,Passed,23,16,24,33,32,21,31,27,19,17,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203049,U2110143,271,271,Passed,--,--,--,--,--,--,--,23,12,17,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,29,18,27,27,19,16,40,--,--,--,--,--,--,--
2203050,U2110204,288,288,Passed,--,--,--,--,--,--,--,23,8,12,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,27,13,41,26,20,16,43,--,--,--,--,--,--,--
2203051,U2112664,215,215,Passed,20,7,15,33,07,20,21,21,11,23,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203052,U2112064,248,248,Passed,21,4,22,45,30,18,19,23,9,18,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203053,U2110229,181,181,Failed,--,--,--,--,--,--,--,15,2,11,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,7,5,21,17,16,9,35,--,--,--,--,--,--,--
2203054,U2110200,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203055,U2110150,252,252,Passed,--,--,--,--,--,--,--,19,9,13,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,14,11,37,24,22,16,35,--,--,--,--,--,--,--
2203056,U2110031,333,333,Passed,--,--,--,--,--,--,--,28,22,23,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,27,20,44,21,22,21,43,--,--,--,--,--,--,--
2203057,U2110224,214,214,Failed,--,--,--,--,--,--,--,11,4,11,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,13,7,31,22,13,14,40,--,--,--,--,--,--,--
2203058,U2112127,295,295,Passed,19,13,23,36,37,29,49,--,--,--,--,22,17,21,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203059,U2110263,299,299,Passed,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,31,33,38,--,--,--,--,--,--,--,--,--,--,15,25,16,30,21,23,23,44,--,--,--,--,--,--,--
2203060,U2112288,294,294,Passed,25,28,24,27,19,25,40,26,15,26,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203061,U2110172,286,286,Passed,--,--,--,--,--,--,--,19,17,19,33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,23,13,32,24,24,18,42,--,--,--,--,--,--,--
2203062,U2112052,306,306,Passed,26,17,27,32,25,20,44,30,18,28,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203063,U2110257,294,294,Passed,--,--,--,--,--,--,--,22,14,16,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,25,21,39,19,23,19,43,--,--,--,--,--,--,--
2203064,U2110057,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--
2203065,U2110250,292,292,Passed,--,--,--,--,--,--,--,25,10,15,43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,26,16,41,18,25,18,41,--,--,--,--,--,--,--
2203066,U2110226,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203067,U2110046,327,327,Passed,--,--,--,--,--,--,--,26,20,12,38,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,26,23,43,21,25,28,41,--,--,--,--,--,--,--
2203068,U2112204,216,216,Elig/SE,26,16,16,25,09,12,20,27,13,15,37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203069,U2110193,296,296,Passed,--,--,--,--,--,--,--,19,11,18,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,16,26,20,39,21,24,19,43,--,--,--,--,--,--,--
2203070,U2110253,223,223,Elig/SE,--,--,--,--,--,--,--,26,12,16,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,11,8,28,16,24,13,21,--,--,--,--,--,--,--
2203071,U2110132,296,296,Passed,--,--,--,--,--,--,--,24,17,16,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,25,11,36,21,23,19,40,--,--,--,--,--,--,--
2203072,U2112546,AA,AA,Absent,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203073,U2112086,205,205,Passed,15,4,20,27,13,23,18,--,--,--,--,21,20,15,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203074,U2110054,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203075,U2110089,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203076,U2110281,AA,AA,Absent,--,--,--,--,--,--,--,AA,AA,AA,AA,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203077,U2110103,271,271,Passed,--,--,--,--,--,--,--,22,12,23,40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,12,19,32,14,24,17,39,--,--,--,--,--,--,--
2203078,U2112118,298,298,Passed,23,11,22,44,18,30,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37,36,45,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2203079,U2110068,AA,AA,Absent,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,AA,AA,AA,--,--,--,--,AA,AA,AA,AA,AA,AA,AA,AA,--,--,--,--,--,--,--
2203080,U2112538,185,185,Failed,19,11,24,9,0,15,11,29,16,15,36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
